DateTime,CO(GT)_mean,CO(GT)_max,CO(GT)_std,C6H6(GT)_mean,C6H6(GT)_max,C6H6(GT)_std,NOx(GT)_mean,NOx(GT)_max,NOx(GT)_std,NO2(GT)_mean,NO2(GT)_max,NO2(GT)_std,PT08.S1(CO)_mean,PT08.S1(CO)_max,PT08.S2(NMHC)_mean,PT08.S2(NMHC)_max,PT08.S3(NOx)_mean,PT08.S3(NOx)_max,PT08.S4(NO2)_mean,PT08.S4(NO2)_max,PT08.S5(O3)_mean,PT08.S5(O3)_max,T_mean,T_max,RH_mean,RH_max,AH_mean,AH_max,day_of_week,month,is_weekend,CO(GT)_mean_lag_1d,CO(GT)_mean_lag_2d,CO(GT)_mean_lag_7d,C6H6(GT)_mean_lag_1d,C6H6(GT)_mean_lag_2d,C6H6(GT)_mean_lag_7d,NOx(GT)_mean_lag_1d,NOx(GT)_mean_lag_2d,NOx(GT)_mean_lag_7d,NO2(GT)_mean_lag_1d,NO2(GT)_mean_lag_2d,NO2(GT)_mean_lag_7d
2004-03-18,2.6145833333333335,6.6,1.6168594872311186,13.795833333333334,35.8,8.498668906858637,171.6875,421.0,100.53117756717802,123.375,176.0,33.518084022237,1352.6666666666667,1934.0,1072.5833333333333,1682.0,901.1666666666666,1293.0,1702.8333333333333,2468.0,1301.0,2051.0,17.7625,27.1,44.0875,64.2,0.8260166666666667,0.9606,3,3,0,2.970833333333333,2.68125,4.033333333333333,15.237499999999999,13.5,15.383333333333333,194.20833333333334,176.16666666666666,232.66666666666666,117.85416666666667,115.75,127.0
2004-03-19,2.8666666666666667,6.2,1.5744334154578101,13.520833333333334,31.3,8.15986888037593,174.0,357.0,95.03271747826824,115.14583333333333,166.0,40.88517302382864,1304.2916666666667,1819.0,1058.0,1582.0,913.375,1620.0,1745.4166666666667,2456.0,1095.7916666666667,1716.0,14.191666666666668,16.4,57.90416666666667,71.1,0.9239583333333333,1.0029,4,3,0,2.6145833333333335,2.970833333333333,2.75625,13.795833333333334,15.237499999999999,12.129166666666668,171.6875,194.20833333333334,171.6875,123.375,117.85416666666667,114.625
2004-03-20,2.06875,3.9,0.8238051294477038,8.754166666666666,16.6,4.220857028847461,128.91666666666666,229.0,54.94813100961011,96.08333333333333,139.0,22.608033713832725,1288.625,1633.0,911.9583333333334,1199.0,968.4583333333334,1317.0,1609.0833333333333,1919.0,1019.0,1442.0,15.862499999999999,19.5,52.18333333333334,59.0,0.9289958333333334,1.0356,5,3,1,2.8666666666666667,2.6145833333333335,2.6395833333333334,13.520833333333334,13.795833333333334,10.916666666666666,174.0,171.6875,180.75,115.14583333333333,123.375,117.35416666666667
2004-03-21,1.9645833333333333,4.3,0.901023472003615,7.595833333333334,15.1,3.2694207925625878,115.58333333333333,266.0,53.05937336088013,89.02083333333333,144.0,24.182494192335056,1252.7083333333333,1605.0,870.625,1153.0,975.6666666666666,1300.0,1601.7916666666667,1874.0,954.25,1637.0,17.2125,21.4,52.45416666666667,66.2,1.0063208333333333,1.0868,6,3,1,2.06875,2.8666666666666667,2.441666666666667,8.754166666666666,13.520833333333334,9.637500000000001,128.91666666666666,174.0,144.625,96.08333333333333,115.14583333333333,109.66666666666667
2004-03-22,2.064583333333333,4.5,1.2663263511181595,9.4125,21.0,6.4906831220838646,120.16666666666667,238.0,70.67049483751838,88.0,146.0,35.279012112758686,1129.3333333333333,1514.0,911.5416666666666,1325.0,1062.25,1813.0,1595.3333333333333,1996.0,857.875,1401.0,17.358333333333334,21.3,44.833333333333336,60.5,0.8579333333333333,1.0919,0,3,0,1.9645833333333333,2.06875,3.4020833333333336,7.595833333333334,8.754166666666666,16.091666666666665,115.58333333333333,128.91666666666666,209.79166666666666,89.02083333333333,96.08333333333333,117.10416666666667
2004-03-23,1.9375,3.8,1.1393409612960277,8.9625,21.0,6.023058048937397,122.60416666666667,244.0,74.49262863541931,95.0625,132.0,33.720176033632,1122.1666666666667,1498.0,896.625,1325.0,1073.5416666666667,1908.0,1557.0,2095.0,892.7083333333334,1329.0,12.133333333333333,16.0,60.46666666666667,80.5,0.8424999999999999,0.9483,1,3,0,2.064583333333333,1.9645833333333333,2.68125,9.4125,7.595833333333334,13.5,120.16666666666667,115.58333333333333,176.16666666666666,88.0,89.02083333333333,115.75
2004-03-24,2.0520833333333335,4.5,1.1650227807687474,8.625,23.7,5.9422035145807355,125.4375,247.0,66.11638494878294,95.14583333333333,136.0,25.096976765212645,1149.0416666666667,1597.0,888.875,1395.0,1040.75,1572.0,1541.625,2080.0,909.9583333333334,1519.0,11.674999999999999,16.9,59.0875,81.1,0.7967083333333332,0.972,2,3,0,1.9375,2.064583333333333,2.970833333333333,8.9625,9.4125,15.237499999999999,122.60416666666667,120.16666666666667,194.20833333333334,95.0625,88.0,117.85416666666667
2004-03-25,1.9041666666666668,5.2,1.2231389293860735,8.095833333333333,24.6,6.395071415222593,111.95833333333333,253.0,65.0775317980602,87.29166666666667,141.0,31.220783443734714,1084.9583333333333,1443.0,859.7083333333334,1418.0,1124.2083333333333,1935.0,1494.6666666666667,2060.0,800.4583333333334,1488.0,11.633333333333333,17.7,58.79583333333333,83.2,0.7820791666666667,0.8695,3,3,0,2.0520833333333335,1.9375,2.6145833333333335,8.625,8.9625,13.795833333333334,125.4375,122.60416666666667,171.6875,95.14583333333333,95.0625,123.375
2004-03-26,1.8791666666666667,3.8,0.8722679916604542,8.424999999999999,19.3,4.862210089714526,118.375,275.0,58.402510741145065,91.54166666666667,121.0,15.725855659768854,1084.7083333333333,1408.0,892.5,1278.0,1032.2083333333333,1449.0,1457.625,1928.0,888.5,1481.0,11.666666666666666,19.2,51.291666666666664,72.4,0.6764916666666667,0.7711,4,3,0,1.9041666666666668,2.0520833333333335,2.8666666666666667,8.095833333333333,8.625,13.520833333333334,111.95833333333333,125.4375,174.0,87.29166666666667,95.14583333333333,115.14583333333333
2004-03-27,1.8062500000000001,3.0,0.6400258996118149,7.7625,12.9,3.5444767198263984,109.75,196.0,40.40366965684095,92.10416666666667,133.0,22.237834567059007,1095.125,1306.0,873.125,1079.0,1046.0833333333333,1417.0,1425.8333333333333,1633.0,900.75,1286.0,12.583333333333334,19.1,46.541666666666664,66.6,0.64155,0.7326,5,3,1,1.8791666666666667,1.9041666666666668,2.06875,8.424999999999999,8.095833333333333,8.754166666666666,118.375,111.95833333333333,128.91666666666666,91.54166666666667,87.29166666666667,96.08333333333333
