DateTime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,DayOfWeek,Month,Year,IsWeekend,DayOfYear,Hour_sin,Hour_cos,Month_sin,Month_cos,CO_lag1h,CO_lag3h,CO_lag6h,CO_lag12h,CO_lag24h,C6H6_lag1h,C6H6_lag3h,C6H6_lag6h,C6H6_lag12h,C6H6_lag24h,NOx_lag1h,NOx_lag3h,NOx_lag6h,NOx_lag12h,NOx_lag24h,NO2_lag1h,NO2_lag3h,NO2_lag6h,NO2_lag12h,NO2_lag24h,CO_rolling_mean_6h,CO_rolling_std_6h,CO_rolling_mean_12h,CO_rolling_std_12h,CO_rolling_mean_24h,CO_rolling_std_24h,C6H6_rolling_mean_6h,C6H6_rolling_std_6h,C6H6_rolling_mean_12h,C6H6_rolling_std_12h,C6H6_rolling_mean_24h,C6H6_rolling_std_24h,NOx_rolling_mean_6h,NOx_rolling_std_6h,NOx_rolling_mean_12h,NOx_rolling_std_12h,NOx_rolling_mean_24h,NOx_rolling_std_24h,NO2_rolling_mean_6h,NO2_rolling_std_6h,NO2_rolling_mean_12h,NO2_rolling_std_12h,NO2_rolling_mean_24h,NO2_rolling_std_24h
2004-03-14 20:00:00,2.554109674018448,3.5883169815631564,1.6071365183266506,1.551181219303447,0.5587738135755149,-0.6779159500509073,1.7943960910501788,1.813334342519352,2.2564395447878804,-0.4059363057730482,-0.1143751033017875,-0.5791750285786635,20,6,3,2004,1,74,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.67101884295244,0.5163010836783429,-0.2310231818008931,-0.5029183203093937,1.398630792283936,1.2817921004714743,0.1626794905510381,-0.423193844945926,-0.8534472234029945,1.099282697475875,0.2368068710814407,-0.1706150843922603,-0.5578335046012846,-0.5675410440618495,0.3283484430014741,1.405222492137923,0.700001773793129,0.0678930584684512,-0.3693154607937901,1.5019307435125018,1.0737494246276766,1.4543022518163478,0.6600895044580191,0.5925145197804595,0.4486942047431949,0.1532403256512008,0.6213381968974941,0.6804425886183469,0.1673434605765501,0.0374382066737977,-0.1638174481148243,-0.2462761485004192,-0.0697070491578942,0.2074026314934139,-0.274166551978822,-0.2847273455943972,-0.415999016517729,-0.3991664112198513,1.0135452034886565,0.5490496648992872,0.6550518754626106,0.0418390237768422,0.4753724598360562,-0.0258574291687219
2004-03-15 18:00:00,2.6899465128446747,3.6737881847322487,2.77812971581595,2.3704652915134163,0.5034396272817264,-0.8706651955648671,1.5269668849515443,2.9468073401154937,2.098095059624536,0.2051200157677883,-0.73471847841135,-0.4883149289308792,18,0,3,2004,0,75,-1.0,-1.8369701987210294e-16,1.0,6.123233995736766e-17,0.4484992193620306,0.2446242745095597,0.6519432924099121,-0.5029183203093937,0.2440025379051013,0.527115527000565,0.1756918969957682,0.4357545101865969,-0.5670243089465536,0.1880594506923818,-0.2913822300146167,-0.3064347910534322,-0.0648721478105819,-0.3814467825004856,-0.2699362774682257,0.2626339330564343,0.1165953241347001,0.8457361374424226,-0.4665322628659409,0.5304526261454375,0.898415486769327,1.320617232889862,1.8026555264638016,1.695743226457909,1.197594741343692,1.4301877931820297,0.9597365887844944,1.3113105397945706,1.6588879808922872,1.2884668974217215,0.8888922578637268,1.1483095098391418,-0.1731056037845287,0.0156899748830982,0.2567532258274172,0.3421647343817058,-0.0711584478341809,0.0767845511118021,0.506293808724353,0.4142324264715886,0.8371894920746008,0.0390973833578712,0.675843688871829,0.0859039898403799
2004-03-15 19:00:00,3.9803964816938326,4.227101763142689,3.701913238279731,2.940240123550349,0.9561738787763596,-1.2137588525797154,2.134760535175713,3.7112426175640554,2.810645242859586,-0.0567612648925704,-0.3230887622171543,-0.3429926924022272,19,0,3,2004,0,75,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,2.689785195944448,0.108785869925168,0.5161022963774804,0.0404693982967516,1.6703080286083674,2.778133582353449,0.0976174583273873,0.5398694623238726,-0.1373899372618926,1.281527346832574,0.5034166078251651,-0.3567383861131255,-0.2157786856036541,0.0712149348109399,0.2378515945270657,1.5267744665082943,-0.0049476862108059,0.4811221941733735,-0.2477944582036016,1.4047829317757954,1.586264012213623,3.012407231730411,2.2628557297716863,2.0628251637325543,1.3592621587685616,1.812212882852984,1.6021647858824708,2.711649999559353,2.1254899252116326,1.66085666317543,1.068528959984837,1.603955497345526,0.0420003178940946,0.7143793006768344,0.3454919541217175,0.4369751839724257,-0.0316771016998757,0.160965096451713,0.8198673982150133,1.5512566487628845,1.0996819395448214,0.2522790748352002,0.7237650982030894,0.2534570045553516
2004-03-17 18:00:00,1.942843899300426,2.054333808896814,2.114566903905347,1.9124110147778424,0.4279839186992875,-0.2461576400996375,1.4297199009156776,1.4113468259300228,1.398314592934918,0.629118279694083,-1.8594531958997151,-1.650353592082068,18,2,3,2004,0,77,-1.0,-1.8369701987210294e-16,1.0,6.123233995736766e-17,0.2447459487636291,-0.0949717369514192,0.2444203043126173,-1.1142295037413068,0.8552763196350726,0.2018239005044834,-0.0455190125646442,0.2275246059120459,-1.152889361243819,0.9170380481191766,-0.3366555815371359,-0.3969812621608801,-0.0196001864726602,-0.8441676490854984,-0.1492738128356812,0.3598755125527312,0.1165953241347001,1.0401969071859154,-1.1227456768529585,0.9676177789606164,0.6691326449545618,0.6614720119252807,1.1202897077659035,0.8869247777635104,0.5247729894137219,0.9454043568179916,0.772031230784674,0.6974461315473707,1.252390693807298,1.0234905837834856,0.566318825022593,1.059875757586996,-0.1398703540831105,-0.0661013056025089,0.0671750335623213,-0.1310418381964671,-0.2669086185280445,-0.1148148122617535,0.8567584087433258,0.2975009343481822,0.8586174469701292,-0.2570282277729019,0.5448585033663838,0.4136333174577181
2004-03-17 19:00:00,3.708722804041378,3.925703309862205,3.597824954058459,2.876931808879579,0.9913865427814976,-0.9246349843087758,2.304942757238481,2.8380730118577246,3.2805708117314465,0.2799432388136052,-1.2507050240632287,-1.0663685005773176,19,2,3,2004,0,77,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,1.942689870416976,0.5163010836783429,0.4481817983612646,-0.3670713906578572,1.1948728650406122,2.1145386643014428,0.5790764967824029,0.5658982003581913,-0.4238128517183333,1.0862652225218254,0.4279610219542997,-0.1404329273564444,-0.0497814940312746,-0.270796140491026,-0.1643566209147492,1.4295328870119974,0.7243103758622302,1.3075804655832182,-0.3693154607937901,0.9190438730922632,1.316519492431545,2.6139239110193992,1.5963588836016462,1.4840718748701356,0.7007051789643144,1.4268522934158698,1.3880220535164784,2.4320076366501238,1.7411364592129854,1.505829896287092,0.7527160481912719,1.5497789077922346,0.051232331700044,0.6995252673949964,0.1937285608456699,0.0485788948749142,-0.2034071527176233,0.028101409034304,1.0458248377009298,1.2907349138455717,1.1532518267836425,0.0148644690168296,0.6359091810957785,0.6707897588294169
2004-03-17 20:00:00,3.0974570293233565,3.9347002786168463,3.1684607816457167,2.616250513176407,0.6694421861630919,-1.0017346825143596,2.01320180513088,2.8446629711460742,3.415929807113015,-0.0442907277182674,-0.5723856325882867,-0.5999353480827567,20,2,3,2004,0,77,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.708551548936456,0.2446242745095597,0.3123408023288332,1.3310152299863458,0.7194377014728569,3.597868481123575,0.2017167098852287,0.3836970341179591,1.385859198710997,0.6566885490381785,0.9913627297900944,-0.3366169480892482,-0.2660808648680115,0.5339358013959528,-0.2397706613100896,2.3047071024786696,0.3596813448257121,0.5783525790451199,0.2139853516391144,1.0647655906973228,1.8694957579848024,2.963996841741919,1.8026555264638016,1.8002646468844077,0.8671275204310918,1.7059797569873696,1.9537818649525565,2.825859813736606,1.9578295655579012,1.8444755027490136,0.9391132713599512,1.8694893752913888,0.2229477884907046,0.7779333123144176,0.2073418884817273,0.0790674435594646,-0.153434260058118,0.0894470607126572,1.317896040347238,1.5861285722209328,1.3514604095672784,0.1461760530493749,0.698207013226417,0.8186586051439425
2004-03-30 08:00:00,1.2636597051692904,2.175792887084472,1.6982137670202626,1.618213552484263,0.151312987230345,-0.8282603615517959,0.7489910126646083,1.2993175180280787,1.6690325836980549,-0.9421694042680682,-0.7231232751382738,-1.602092589598527,8,1,3,2004,0,90,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.3126637056297631,-0.9779213667499648,-0.9781486599792668,-0.3670713906578572,1.330711483202828,0.3449522161627592,-1.0995239345877867,-1.1780272479411735,-0.6581588726372394,1.1643700722461243,-0.1153191963159308,-0.8145011011563345,-0.8445559264081217,-0.5977184918826112,0.2277963891410203,0.3841859074268054,-0.6855885441456396,-0.6370272318517104,-0.0047524530232247,0.8461830142897334,-0.3896145951900883,1.209056050328173,-0.7958887249729615,0.1569489598183472,-0.7471691917966463,-0.5260325735639161,-0.4493754649324663,1.773141307133726,-1.0252594750735722,0.5544958351252498,-1.1247772255906578,-0.4067897034622367,-0.5548493746605403,0.3392633658420821,-0.7796243651324356,-0.2790138775025793,-0.7847216582125875,-0.6755524643220769,-0.1900240149975537,0.690511519829335,-0.4699157565526218,-0.3229703317803429,-0.3744338656382945,-0.994116679064054
2004-03-30 09:00:00,1.3994965439955176,2.0498353245194934,1.3989599498841083,1.3873244048614537,0.347497829544686,-0.7049008444228617,1.2352259328439434,0.9862944518314698,1.7047877900252617,-0.5680532890389846,-1.1173601864228555,-1.632019803429103,9,1,3,2004,0,90,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,1.2635123017556371,-0.7062445575811814,-0.910228161963051,-0.6387652499609299,-0.4351905529059779,1.6981653823864589,-0.7091517412458821,-1.2170703549926518,-0.9055241169405291,-0.6841113712289615,0.1512905404277933,-0.517709890304144,-0.8571314712242111,-0.6832212607081026,-0.4810955905751786,0.7488418305379189,-0.0292562882799071,-0.6856424242875836,-0.223490257685564,-0.0281472913406244,0.0689510884394415,1.6626471038056971,-0.55785413705509,0.6699996373905117,-0.6187862426651325,-0.214103869605101,0.082015759827588,2.043271206127282,-0.7452983084819652,1.050597271942038,-0.9702510302176596,-0.0558167443471497,-0.3337426440080499,0.5720191812250766,-0.6762639145623699,0.0005471794883943,-0.7391662588268506,-0.5127902078203294,0.1742747139695366,1.210219184143589,-0.3092060948361601,0.2273777576616327,-0.2913700894641102,-0.6862343110672592
2004-03-30 10:00:00,1.7390886410610855,2.0903216839153798,1.333904772245814,1.3389121642308643,0.5336219107147019,-0.6239461613069986,1.4540316469246444,1.0521940447149662,1.7022338467161755,-0.3685246942501402,-1.1521457962420834,-1.514467864418913,10,1,3,2004,0,90,0.4999999999999999,-0.8660254037844387,1.0,6.123233995736766e-17,1.3993478154879049,0.3125434768017556,-0.9441884109711588,-0.7066887147866979,-0.4351905529059779,1.3988970860100636,0.3448531807772603,-1.2300847240098112,-0.8794856701717618,-0.6710938962749117,0.3474750636920433,-0.1152811298265977,-0.8697070160403004,-0.7687240295335941,-0.4760679878821559,1.2350497280194035,0.3839899468948133,-0.7342576167234568,-0.4179238618298655,-0.052434244274801,0.6016965150090425,1.8073772800738996,-0.2722126315536441,1.1330524020037536,-0.4666286733240791,0.1171896178976663,0.6028320348411738,1.793558598182759,-0.4764090524335291,1.3622063900126518,-0.8215195671711488,0.2014431462614545,-0.0761694588220589,0.602157028567056,-0.5456768087201895,0.2502942726861336,-0.6836714995751347,-0.3374090671856358,0.5892985824130572,1.256013366499556,-0.1029620289667006,0.6889151068561871,-0.192332510179505,-0.3717522954237865
2004-04-08 19:00:00,2.825783351670902,2.328741355913374,2.387798649986184,2.106059977300199,0.5638041941476775,-1.0711244108993851,1.7457725990322457,2.024213039746541,1.9652900075520536,-0.3560541570758372,-0.8796585193247991,-1.2459317835607728,19,3,4,2004,0,99,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,1.67101884295244,-0.1628909392436151,0.3123408023288332,0.3121632575998241,0.6515183923917489,1.7241887125061452,-0.0064817932304539,0.4487688792037563,0.3963982214978381,0.4874613746355297,0.1361994232536203,-0.5428616878339907,-0.2409297752358328,-0.2657665658542324,-0.2850190855472937,1.3322913075157004,-0.1021820944872107,0.6269677714809931,-0.4665322628659409,0.7247482496188503,1.1951344585296106,1.6702884955533863,1.1917000841412655,0.8028149022838319,0.3393309517793129,0.6918528626725846,1.218822857572978,1.128413066584002,1.228665171214789,0.4786358201424724,0.148132308794416,0.711593832606486,-0.1020190974787175,0.2473990957535367,-0.0729918213570845,-0.1539472909467346,-0.4536857560095659,-0.2462499587162101,0.8844266666395604,0.9778305782777464,0.7782626161118983,-0.1177740961201923,0.094397255652536,0.0309378398145965
