DateTime,CO(GT)_mean,CO(GT)_max,CO(GT)_std,C6H6(GT)_mean,C6H6(GT)_max,C6H6(GT)_std,NOx(GT)_mean,NOx(GT)_max,NOx(GT)_std,NO2(GT)_mean,NO2(GT)_max,NO2(GT)_std,PT08.S1(CO)_mean,PT08.S1(CO)_max,PT08.S2(NMHC)_mean,PT08.S2(NMHC)_max,PT08.S3(NOx)_mean,PT08.S3(NOx)_max,PT08.S4(NO2)_mean,PT08.S4(NO2)_max,PT08.S5(O3)_mean,PT08.S5(O3)_max,T_mean,T_max,RH_mean,RH_max,AH_mean,AH_max,day_of_week,month,is_weekend,CO(GT)_mean_lag_1d,CO(GT)_mean_lag_2d,CO(GT)_mean_lag_7d,C6H6(GT)_mean_lag_1d,C6H6(GT)_mean_lag_2d,C6H6(GT)_mean_lag_7d,NOx(GT)_mean_lag_1d,NOx(GT)_mean_lag_2d,NOx(GT)_mean_lag_7d,NO2(GT)_mean_lag_1d,NO2(GT)_mean_lag_2d,NO2(GT)_mean_lag_7d
2004-03-18,0.3227066028834465,3.029538609910243,1.0981454078583484,0.3965680877740554,3.259538030339328,1.105764830849476,-0.21244640789416233,1.0416903485031237,0.50571008253056,0.5879256953552036,1.8673313290770792,0.8148831454558327,1.1351435011309607,3.7502624191467,0.4026318438303051,2.6721107908270865,0.1708232276955621,1.68133481503996,0.49479332157539085,3.016001912643165,0.7138577860998166,2.629315267914466,-0.3856716828648063,0.7787647257857168,-0.23105183623711414,0.9349907929115844,-0.8352639048856484,-0.4724076711290416,3,3,0,0.5646659720426636,0.36798554915885545,1.2862991783069948,0.5841438499644709,0.35807710767139783,0.6031182767756401,-0.09915804542525065,-0.18991449491468407,0.09430200741250229,0.4537045975973663,0.40254863203683194,0.676055774637708
2004-03-19,0.49391761848733684,2.757864932257789,1.069330290490844,0.36078774007299347,2.6740414315946786,1.0616834390360932,-0.20081365282103636,0.7197459918847178,0.4780507357224969,0.38786028548974794,1.6242138689874115,0.9939899420879814,0.9175293193780742,3.2329367157548248,0.34832324055881086,2.299708939822555,0.2178861684752206,2.941914880701257,0.6351045380898358,2.9764621569130676,0.18976733621441966,1.773744259370589,-0.830973781130535,-0.555582751864682,0.569983456544548,1.3350253058327033,-0.5711989317994935,-0.3583607211260365,4,3,0,0.3227066028834465,0.5646659720426636,0.41892436371869074,0.3965680877740554,0.5841438499644709,0.17971749564640735,-0.21244640789416233,-0.09915804542525065,-0.21244640789416233,0.5879256953552036,0.4537045975973663,0.37519791777674444
2004-03-20,-0.048014769746465014,1.1957412857561769,0.5595154229650344,-0.25940495341207986,0.7614192090288233,0.5491772075950302,-0.4275999769493665,0.0758572786479061,0.27641001070738747,-0.0755823728061809,0.9677967267453093,0.5496407734128587,0.8470530641333841,2.396218621573184,-0.19553862934572352,0.8734098504752001,0.43023158728309957,1.7738544528866609,0.18588897993400053,1.2070580879911834,-0.006354227062491293,1.0739637926809706,-0.6226118891765593,-0.1689960994612953,0.2383123295876052,0.6335155078116099,-0.5576170993966535,-0.2701967668683937,5,3,1,0.49391761848733684,0.3227066028834465,0.33968620773672487,0.36078774007299347,0.3965680877740554,0.02195868987354344,-0.20081365282103636,-0.21244640789416233,-0.16685858395893885,0.38786028548974794,0.5879256953552036,0.44154872459288286
2004-03-21,-0.11876312330179163,1.467414963408631,0.6119609007260131,-0.41011611494079525,0.5662536761139398,0.4253855008689848,-0.49467171791153436,0.261981359817922,0.2669088409256927,-0.24728407899450863,1.089355456790143,0.5879186566673636,0.6854825002479507,2.2702610590082055,-0.3494647277609298,0.7021049990131156,0.4580196035113621,1.7083197094119142,0.16186308669522567,1.058784004003316,-0.1717220563258227,1.571982737952779,-0.4542596373234717,0.0679441068504574,0.25401416735322896,1.0509428256423436,-0.3491376571039256,-0.1321541228931251,6,3,1,-0.048014769746465014,0.49391761848733684,0.20526433598160423,-0.25940495341207986,0.36078774007299347,-0.14447413958442643,-0.4275999769493665,-0.20081365282103636,-0.34858108212831246,-0.0755823728061809,0.38786028548974794,0.2546521771489509
2004-03-22,-0.050844703888678046,1.6032518022348583,0.8600688422912084,-0.17374896952165894,1.333904772245814,0.8445050870020904,-0.4716158069557892,0.1211307037973694,0.35549948425576905,-0.2721023197119955,1.1379789488080765,0.8576943819326508,0.13048199019601525,1.860898980672026,-0.19709030372490907,1.3426361827409097,0.7917970469930357,3.685926968385141,0.14058300982659658,1.4607715205926453,-0.4178583427390051,0.9692521170084364,-0.43607343727761344,0.0554735696761549,-0.18781139069793515,0.7204795323596793,-0.7492119311836172,-0.1184037814034007,0,3,0,-0.11876312330179163,-0.048014769746465014,0.8575641557617156,-0.41011611494079525,-0.25940495341207986,0.6952797784298905,-0.49467171791153436,-0.4275999769493665,-0.020767948175716932,-0.24728407899450863,-0.0755823728061809,0.43547078809064116
2004-03-23,-0.13715769522617657,1.1278228663430632,0.773822372638436,-0.2322986293961239,1.333904772245814,0.7836622225987627,-0.45935425431114285,0.151312987230345,0.37472627185693597,-0.10040061352366779,0.7976145046825418,0.8197963551073095,0.09824285215855055,1.7889232306348957,-0.25264024649975164,1.3426361827409097,0.8353262516049383,4.052150534861665,0.014275456799894748,1.7869745053659536,-0.3288959841391691,0.7853681987542303,-1.0876590046349341,-0.605464900561893,0.7185469984808334,1.8799998596672725,-0.7908224417048082,-0.5055702594277878,1,3,0,-0.050844703888678046,-0.11876312330179163,0.36798554915885545,-0.17374896952165894,-0.41011611494079525,0.35807710767139783,-0.4716158069557892,-0.49467171791153436,-0.18991449491468407,-0.2721023197119955,-0.24728407899450863,0.40254863203683194
2004-03-24,-0.05933450631531723,1.6032518022348583,0.7912650585008364,-0.2762108743019726,1.6852027314926037,0.7731422104078942,-0.44510150935668213,0.1664041289468328,0.33259057834798084,-0.09837463468958722,0.8948614887184089,0.61015132470879,0.2191396197990431,2.23427318398964,-0.2815013899526028,1.6033174784440816,0.7089148714220331,2.7568756050078553,-0.03638485522929325,1.7375498107033311,-0.2848404620574322,1.270617427480608,-1.1448156333504886,-0.493230065993168,0.6385884092435806,1.9147854694865,-0.9142834326950592,-0.4416716136814232,2,3,0,-0.13715769522617657,-0.050844703888678046,0.5646659720426636,-0.2322986293961239,-0.17374896952165894,0.5841438499644709,-0.45935425431114285,-0.4716158069557892,-0.09915804542525065,-0.10040061352366779,-0.2721023197119955,0.4537045975973663
2004-03-25,-0.15979716836388105,2.0786807381266534,0.8307366280655002,-0.3450609373025008,1.8023020512415335,0.8320650138537693,-0.5129068474856238,0.1965864123798083,0.32736475164125534,-0.2893231398016803,1.0164202187632427,0.7590317572850329,-0.06913825404758868,1.5415065898822595,-0.39011859649559116,1.6889699041751238,1.0306454870590842,4.156235127439203,-0.19111160768700305,1.6716502178198345,-0.5644972544023709,1.1914451848989358,-1.1500116905064481,-0.3934657685987456,0.6216787378036782,2.0365351038537978,-0.953725792965011,-0.7180265161709749,3,3,0,-0.05933450631531723,-0.13715769522617657,0.3227066028834465,-0.2762108743019726,-0.2322986293961239,0.3965680877740554,-0.44510150935668213,-0.45935425431114285,-0.21244640789416233,-0.09837463468958722,-0.10040061352366779,0.5879256953552036
2004-03-26,-0.17677677321715948,1.1278228663430632,0.5924306329822896,-0.30223294535729034,1.112717168275613,0.6326238822021716,-0.4806285721475805,0.3072547849673853,0.2937868553977731,-0.1859982192635716,0.5301852985839075,0.3823230085739727,-0.07026287514191885,1.384059636676037,-0.26800182285368856,1.1676073127687798,0.6759868753133983,2.2827124610435146,-0.3131631453399791,1.2367129047887568,-0.3396438288982402,1.1735675817353324,-1.1458548447816805,-0.2064077109842038,0.18661704832847512,1.4103941271076976,-1.2384050443466263,-0.9833272225609448,4,3,0,-0.15979716836388105,-0.05933450631531723,0.49391761848733684,-0.3450609373025008,-0.2762108743019726,0.36078774007299347,-0.5129068474856238,-0.44510150935668213,-0.20081365282103636,-0.2893231398016803,-0.09837463468958722,0.38786028548974794
2004-03-27,-0.22630062070588808,0.584475511038155,0.43469547485090565,-0.38843105572803044,0.2800108945054446,0.46117312528621074,-0.5240156045824828,-0.0901452802334593,0.20324583488584794,-0.17232286213352777,0.8219262506915086,0.5406405857837595,-0.023403662878162066,0.9252142301893304,-0.3401546814858165,0.4265276292697624,0.7294747909435221,2.15935294391458,-0.41791603986103715,0.2646939097571819,-0.30835802336193424,0.6755486364635237,-1.0315415873505716,-0.2188782481585063,-0.0887690294070783,1.0741332321884949,-1.332612857853837,-1.0871288200814109,5,3,1,-0.17677677321715948,-0.15979716836388105,-0.048014769746465014,-0.30223294535729034,-0.3450609373025008,-0.25940495341207986,-0.4806285721475805,-0.5129068474856238,-0.4275999769493665,-0.1859982192635716,-0.2893231398016803,-0.0755823728061809
